W_L_Seed,W_L_fg3_percentage,W_L_fg_percentage,W_L_or_percentage,W_L_dr_percentage,label
3.0,0.0712667761287,-0.00905193619867,-0.0309888065336,0.017493572282,1.0
-13.0,0.0723115898026,0.0523071804418,0.0378434727137,0.00573834017619,1.0
-5.0,0.0339950792005,0.00885271010901,0.0229091919542,0.0334338384651,1.0
-4.0,0.0295442395193,0.0332545456488,0.0463234133055,0.0180806982612,1.0
-6.0,0.0118681453867,0.0284563131129,0.0412528810114,0.0259996766257,1.0
1.0,0.0248422191772,0.00738918792321,0.0159492105933,0.0663668061091,1.0
-1.0,0.0174370617259,0.00916601045097,0.0486873757499,0.0129701158586,1.0
-3.0,0.0331681600463,0.0150225272162,-0.0122383587297,-0.0308542076242,1.0
-15.0,0.0213035285648,0.0478755867641,-0.0123031699003,-0.0490937297744,1.0
-7.0,0.0208290832873,0.0103778495252,0.0250442818924,-0.046619067143,1.0
-4.0,0.0308027776719,0.00886504140277,0.0204266165987,-0.0368021748438,1.0
-6.0,-0.00705124025467,0.0297764068448,0.0213706120624,-0.0409720792614,1.0
-13.0,0.108862009639,0.0725056626865,-0.00772427438427,0.00974481316591,1.0
7.0,-0.00928484020978,-0.0405746528748,0.0379083226376,0.00296395259535,1.0
-9.0,-0.0254185370378,-0.0279132297155,0.0563703404436,0.0160595012506,1.0
3.0,-0.0737296808872,-0.0433904778567,0.0481686741959,0.019869984599,1.0
8.0,-0.0850150956604,-0.0632556883534,0.0228611681563,-0.0150031295287,1.0
-5.0,-0.0396136040391,-0.0202857948945,0.0921296142397,0.0200416671536,1.0
-1.0,-0.030284555177,-0.0223211826644,-0.00958340420784,0.0478792326194,1.0
-15.0,0.0932147460926,0.0533792131642,-0.0570655216418,-0.00633388630839,1.0
-7.0,0.0753009646219,0.0165966855637,-0.0226950981768,0.0149481211186,1.0
-3.0,0.0230064847991,0.00994446436791,-0.0618308653883,0.0115161968084,1.0
-15.0,0.0137147665746,0.0534502832058,-0.0144452050988,0.0482268006148,1.0
-7.0,-0.0232114357779,-0.0267455351468,0.0441433284336,-0.034272148688,1.0
1.0,-0.03037000168,0.0175720473828,-0.0107906094849,-0.0136010340966,1.0
-11.0,0.00555497127473,-0.0430969009287,0.0744134624927,-0.026079115423,1.0
-3.0,0.00816744069805,-0.0231669330269,0.0196448253176,0.0363416755363,1.0
-1.0,-0.00407515414329,0.0175571930734,-0.0550350614914,-0.0353542776326,1.0
-9.0,0.00585346338028,-0.00245744059535,0.00755485231043,-0.0405320113122,1.0
-8.0,0.00872060583021,0.0305478084427,0.011034470943,-0.028606845391,1.0
-5.0,-0.0681549208504,-0.0183243553167,0.0210946789433,-0.0651641128623,1.0
-9.0,0.0373305585086,-0.00697707541195,0.0238135134787,0.0488080681394,1.0
-11.0,0.0263033121809,0.030374748225,0.0278947390815,-0.0157038720262,1.0
-3.0,0.0639367315789,0.0147706064842,-0.0417933976698,0.033676797905,1.0
-7.0,0.0456363642275,0.0144116447308,-0.0309170284184,-0.00197367454231,1.0
-1.0,0.0382095247119,0.0067965661019,-0.0114784001021,-0.0030562138338,1.0
1.0,-0.00909897188803,-0.045318445685,-0.00221889349356,0.00336742851519,1.0
-7.0,0.0033847225546,-0.0321919430072,0.00319645046806,-0.00380187021058,1.0
1.0,-0.0476357625362,0.00717167164779,-0.0148737787293,-0.0295776481997,1.0
-9.0,-0.0381816922093,0.00702859791003,-0.0295029454523,0.021099471979,1.0
-8.0,-0.0209805951886,-0.00704892214273,0.0219115970683,0.0224240168715,1.0
-5.0,0.00382505992883,0.021588569195,0.0106768625967,0.0313520924053,1.0
-15.0,0.00873189857349,0.0518936032888,-0.000804541868838,0.0357369280013,1.0
-3.0,0.0282372929085,-0.0126060722721,0.00934956158398,0.0310109943819,1.0
-13.0,0.00597594018443,0.0480881050425,0.0783526847739,0.0132746255021,1.0
-11.0,-0.0271758105747,-0.0097458437469,-0.0185687445684,0.0544940373408,1.0
-13.0,0.0104127916243,0.0365250784141,0.0257789482076,0.0327073826325,1.0
-5.0,0.0259318807477,0.091343822866,-0.029978272102,-0.0119827462395,1.0
-1.0,0.0718733467087,0.0321615297739,-0.0415425241385,0.0130192469713,1.0
1.0,-0.020440128567,0.0344864295776,0.0293688141879,0.0255304113918,1.0
7.0,-0.00775961141165,0.015351365806,-0.0278293369415,0.0350124929235,1.0
-11.0,-0.0392255887501,0.0265623372365,0.0172129693794,-0.0191908466199,1.0
-3.0,-0.0083078051251,0.0354945224511,0.0275472421087,-0.0104477566166,1.0
1.0,-0.0176569991888,-0.0217699565631,-0.00494714389538,0.0341086186926,1.0
8.0,-0.0187259111052,-0.0279520517742,-0.00773679726267,-0.030225085087,1.0
-5.0,-0.0121696599739,-0.0154270627291,-0.0428289878237,-0.00158936981042,1.0
3.0,0.0132247109651,-0.00777050468794,0.017694728859,0.01070590176,1.0
-5.0,0.0146942112531,0.0360595862135,-0.00510530068046,-0.0117717704463,1.0
-3.0,0.0312268752681,0.0246760702108,0.0118757026613,-0.0390115981013,1.0
5.0,0.0268134960887,-0.0252208525324,-0.0421150833871,-0.00778272965027,1.0
4.0,0.0217289181095,0.00214727129891,-0.0504308363531,-0.00959575732797,1.0
0.0,0.0301704352282,0.0482881274719,-0.00981408811165,-0.0300284797324,1.0
-11.0,-0.005104800025,-0.0636445388582,0.0373869025322,-0.0650257041889,1.0
-8.0,0.0497869784158,0.017676958763,0.0271884478358,0.0120238220604,1.0
1.0,-0.018160805242,-0.0257566510182,0.0185847674308,-0.0245914081646,1.0
-9.0,-0.0171948395765,0.014021900483,0.0207114228497,-0.0659213585255,1.0
-3.0,-0.0278517752068,-0.0242060110198,0.0442557225624,0.00379814996436,1.0
-11.0,0.0344263348974,0.0644996041684,-0.00113065572426,-0.0306754704628,1.0
-15.0,0.0326422946182,0.0368016304699,-0.0190405156831,0.0165558946043,1.0
-8.0,0.13568021123,0.023814101158,-0.0362502188841,-0.0283968921426,1.0
-11.0,0.0592169399487,0.0475322698583,-0.0375577448635,0.0123846248551,1.0
-2.0,-0.00497375233461,0.0144362180975,-0.0311921721776,0.041272588028,1.0
-3.0,-0.00779911968625,0.0221297541783,-0.0304622889991,-0.0358978453963,1.0
-13.0,-0.0131851181044,-0.0115324595405,0.0225208253524,-0.010083123985,1.0
-5.0,-0.00641621677941,0.020366187013,-0.0273350731191,-0.015934031088,1.0
-4.0,-0.0247692509987,-0.0526173350587,-0.00881903089286,-0.0362421976003,1.0
1.0,-0.129163526171,0.00451547507557,-0.011370364442,0.0375210963644,1.0
-11.0,0.0335357909943,0.0468440172398,-0.0288283020159,0.0137698408476,1.0
-1.0,0.00473283180191,0.0288712971849,-0.076339227191,0.0172439217685,1.0
-5.0,0.0165380518017,0.0148212956418,-0.0211623062733,-0.0333855270722,1.0
3.0,-0.0191587715611,-0.0334397868838,-0.0277455314633,-0.0512136261397,1.0
5.0,-0.0185150036438,-0.00607727611433,-0.0108739352683,-0.0439469704151,1.0
-5.0,-0.00238419915568,0.0508207934273,0.027145496975,0.0447196964535,1.0
3.0,-0.0246050577279,0.0308254660105,0.00510726158033,0.0347402992807,1.0
-13.0,0.117278317313,0.0483096817679,-0.00956779598172,-0.0478986038799,1.0
-15.0,0.0541344462241,0.0257936529267,0.0289501219976,-0.0449602176162,1.0
-7.0,0.0193201953096,-0.016854522771,0.038940522336,-0.0554453743013,1.0
-3.0,-0.0599902796057,-0.00864352771651,-0.00843607664406,-0.00577314132667,1.0
5.0,-0.0667781806038,-0.0486623197314,-0.0572630086758,-0.0345428312932,1.0
1.0,-0.0207788428509,-0.0273531910139,-0.0107753280496,-0.00209069567908,1.0
7.0,-0.0535635605168,-0.0418652663211,0.0306525423663,-0.021363986225,1.0
8.0,0.00822444727993,-0.0137117693769,-0.0231897708687,0.0172775716526,1.0
11.0,0.00211964871601,-0.0295486733284,-0.0122870207667,-0.00340453503867,1.0
-13.0,-0.015850699149,-0.000151971835929,0.0230083350837,0.0222329375802,1.0
-15.0,0.0315149569795,0.0220410896629,0.0170004361077,0.0529396446803,1.0
-8.0,0.0499379850002,0.0066975140824,-0.0272684439205,-0.0377305335402,1.0
-9.0,0.0774584766029,0.0237079930338,0.00195210010039,0.0781910547294,1.0
-7.0,-0.0618491434686,-0.0211956410319,-0.0096372606352,0.0318256373824,1.0
1.0,-0.0720107120987,-0.0165331750796,-0.010496217352,-0.00266648779977,1.0
-9.0,0.0700036944216,0.0226232082006,-0.0233114302924,0.0629177780208,1.0
-1.0,0.0966764663339,0.00779305208095,0.00544227372447,0.0178031613236,1.0
3.0,0.001510790946,-0.0191954509259,-0.0115050693133,0.082361160425,1.0
-3.0,0.051560899402,0.019908344115,0.0424340971701,0.0800904294299,1.0
-7.0,0.024694023734,0.053189118111,0.0005563811076,0.0324128149298,1.0
-8.0,-0.011422851742,0.0516350387633,0.00231496042097,0.00952602096174,1.0
4.0,-0.0274498099964,0.0433957273004,-0.015236835971,0.0623738458909,1.0
3.0,0.0124136176619,0.0331396046926,-0.00683785332146,0.0479627609081,1.0
1.0,-0.025929182518,0.00617903067782,0.0390793975289,0.0386723726343,1.0
3.0,0.00138618461664,0.0260112723395,-0.0406283362843,0.00367336046119,1.0
8.0,0.0211244117252,-0.00161201047253,-0.0548909628979,-0.060175903013,1.0
-15.0,0.061705909296,0.0482275647458,0.0151552154429,0.0596513735032,1.0
-8.0,0.116988659875,0.0565543292747,0.019071215081,0.0196658347125,1.0
-4.0,0.0216192402487,0.0530529023811,-0.023249147103,0.010142211344,1.0
-5.0,0.0139015651654,0.0606719978437,0.0275116703569,-0.0263758168442,1.0
-4.0,0.0414814563852,0.00362476170573,0.013677212254,-0.0376259832091,1.0
0.0,0.000238932179704,0.0112509826386,0.0351166690198,0.000210154004593,1.0
-13.0,0.125299932644,0.043639237709,-0.0115960920161,-0.0134078077864,1.0
-5.0,0.0441466419008,0.0483750694725,-0.000237768563691,-0.0186096556761,1.0
-3.0,0.0257387048732,0.00941987888205,-0.0260392304145,0.0229862698135,1.0
9.0,0.0490980227715,-0.0446789440818,-0.0301010454291,0.0448138840518,1.0
-7.0,-0.0343146993293,-0.0586328742651,0.0608731628036,0.00514062586531,1.0
1.0,-0.0221659007507,-0.0422462637161,0.0385903642754,-0.0452501039344,1.0
-5.0,-0.00883349005899,-0.0441497587453,0.0376250115184,0.0207248981592,1.0
-8.0,-0.00176651415857,-0.0104047990888,0.00063880256973,0.0144036171818,1.0
-4.0,0.00798763619939,-0.0234312936924,-0.00191032232843,0.0609617302954,1.0
0.0,0.0147978248011,0.0227626738989,-0.0708518896684,-0.0696591565437,1.0
3.0,-0.0640082384245,0.000902566853384,0.0246832479049,0.0171306796187,1.0
-9.0,-0.004861123813,0.00170633803416,0.0652933977309,-0.0554061548883,1.0
-8.0,-0.00181618437313,-0.00549730567159,0.0506165595715,-0.0357143136876,1.0
-15.0,0.0817956314038,0.0561500200728,-0.0643956418071,-0.0587408421057,1.0
-7.0,0.0451503619001,0.0195961625904,-0.0591509558562,-0.0432375521585,1.0
-11.0,0.0301948212378,0.0510011284656,-0.00366645464555,0.00157330424701,1.0
-8.0,0.0677274685889,0.070758173468,-0.0508329319939,-0.0146640250551,1.0
-4.0,0.0331356032978,0.0326696493728,-0.0143792064611,0.000628545922648,1.0
2.0,0.0156389403899,0.0787409815499,-0.0339261559487,-0.000337204313733,1.0
-8.0,0.0566119725639,0.0189084995536,0.00644332024513,-0.0241662483225,1.0
1.0,0.0435826941714,0.0253862290742,-0.0222669257889,-0.00493451527219,1.0
-1.0,0.00405553465831,0.0466977352359,0.0193675758662,-0.0580945872003,1.0
-11.0,0.00648369413125,0.0129275680869,0.0231143522201,-0.0234984071181,1.0
-3.0,-0.0243068699101,0.0158762452041,0.0382604783483,-0.0169320257167,1.0
-9.0,-0.0376086199206,-0.027927114849,0.0729653868516,0.075686319448,1.0
-5.0,-0.00145107370169,-0.00234950039864,-0.0529894297005,0.04790969812,1.0
-9.0,-0.0835175914043,-0.0115458052155,0.0109898675683,0.0366657425255,1.0
-8.0,-0.0196167651177,0.0261781991452,0.038447644123,-0.0213741415519,1.0
3.0,-0.05902482869,-0.020305740093,0.0665928319894,0.0560461544415,1.0
2.0,-0.0465295188485,0.00990970438607,-0.0057947184032,-0.0267522439542,1.0
7.0,0.0267118213438,0.0406214821192,-0.0292632209068,-0.0134911413962,1.0
-13.0,0.0236147076437,0.0237349481207,-0.046256321816,-0.0665969119811,1.0
7.0,0.00551731278287,0.00473108753767,-0.0280758143829,0.0354313402596,1.0
-13.0,-0.033722033804,-0.0237564310089,0.01679571999,0.037661102541,1.0
-8.0,0.0110230438626,0.0273524710929,-0.0138318456413,0.0186980137455,1.0
-1.0,-0.0167776640556,0.00420221212309,-0.00564935408363,0.0159623401606,1.0
1.0,-0.00627918301819,0.0323871629697,-0.0358898149508,-0.025177933416,1.0
-2.0,0.0219781616348,0.00620987402235,-0.0218892788965,-0.00750024847184,1.0
-7.0,-0.0420078000675,-0.0200902406362,0.0559032464513,-0.0129007283253,1.0
1.0,-0.00562039175598,0.0158209451676,0.0117390463675,-0.0610388088974,1.0
5.0,-0.0257232623183,-0.0138864926881,-0.0254018167242,-0.000656979117389,1.0
-3.0,0.0318639659309,0.0299794068964,-0.00571685761385,0.00816254345506,1.0
5.0,-0.0313235558158,-0.0268163513658,0.0341728606109,0.0751432577412,1.0
-1.0,-0.0279384407517,0.011597481728,-0.0019835435032,-0.0411254272887,1.0
9.0,-0.0168057453005,-0.0232651471843,-0.0169363406301,0.00166778421255,1.0
8.0,-0.012484006676,-0.00356659724028,-0.0243441308555,-0.0154823309334,1.0
1.0,0.0510510821224,0.0129952673198,-0.0215016819145,0.062189578436,1.0
-15.0,-0.0157532248846,0.0212633397422,0.050177187302,0.00961739850575,1.0
-7.0,0.0109215477791,0.0165765067645,0.0393240480282,0.0292305090885,1.0
-4.0,0.0101782924578,-0.00252078195178,0.0276827079626,0.0414680658702,1.0
5.0,-0.0300402104608,0.0101844318118,-0.0165237658024,0.00813503512006,1.0
8.0,-0.0326643594511,0.00428987787678,-0.0518210875453,0.0301704856508,1.0
4.0,-0.02123923685,0.0469441936321,-0.033868751043,-0.00328942024254,1.0
10.0,-0.0249834364446,0.0177108629729,-0.0733943264026,0.00561945725757,1.0
-3.0,0.024469486801,0.0203269524142,0.0396293034564,-0.0279277319579,1.0
5.0,-0.010465218758,0.00476298102088,0.0263743681709,0.0174569030668,1.0
-1.0,0.0096407330445,-0.000975625448321,0.0398483687959,0.0401089081685,1.0
-15.0,-0.0214558669119,-0.00968587909837,0.0161004396207,0.0357211909379,1.0
-8.0,-0.0279939918138,-0.0256338228452,0.0604410372758,-0.00840796647403,1.0
-12.0,0.0183881830269,0.000899236936891,0.041362938349,0.000753194466852,1.0
3.0,-0.00883139358005,0.0212007646004,-0.0195880904593,-0.0112025001495,1.0
-11.0,0.0128547075387,0.0320308206905,0.0129946361705,-0.030688069586,1.0
11.0,0.0336975352609,0.0317118541679,0.0211955166462,-0.0676904675532,1.0
-13.0,0.0162174396972,0.0171336955207,-0.0278217473734,-0.046499167244,1.0
-7.0,0.00528460378969,0.00845645717343,0.0349869778873,0.0208010829877,1.0
-13.0,0.0639212626004,0.0164465904972,0.0540962048084,0.0303393331906,1.0
-8.0,0.00152653011872,-0.00610775437742,0.0748080886734,0.0499844315663,1.0
-4.0,0.0346438373568,0.0189494044801,0.106798969927,0.106870435776,1.0
-15.0,0.0394385760656,-0.0171224417543,0.0602380985332,0.00781408499558,1.0
-7.0,0.0632733472893,-0.0160116150246,0.00725350131286,0.042715900843,1.0
-3.0,-5.29290380324e-06,-0.0608874332908,-0.0171690394792,0.0363309176616,1.0
-5.0,0.00717131191434,0.0322122308154,-0.0917908705995,-0.1011152322,1.0
-8.0,-0.021705865327,-0.0182773275823,-0.0893351330008,-0.0493457739591,1.0
0.0,0.0128935571587,-0.0233397607519,-0.00074114620806,-0.0195299384314,1.0
-3.0,-0.0556543020868,0.0288574720771,0.0477459986123,-0.00766335778662,1.0
-7.0,0.00259515455922,0.0027371561922,-0.0409673929696,-0.0160895141073,1.0
1.0,-0.02435586957,-0.0423702742964,-0.0308103280844,0.0325145162255,1.0
-13.0,-0.00209865435337,0.0341578928086,0.0261883208193,-0.0131407443241,1.0
-5.0,0.0130902735589,0.0251603864635,0.00359980786044,0.0628829399213,1.0
-4.0,-0.00715860881487,0.0529488224777,0.0471191454668,0.0371684206412,1.0
1.0,-0.0107692828738,0.00139014762164,0.00720215465316,-0.00767372634058,1.0
-3.0,-0.0121634370066,-0.0397144794761,0.0271571055045,-0.0186095277655,1.0
-5.0,-0.0218685785947,-0.0148982224156,0.0096586028958,0.000179399276996,1.0
-9.0,0.0144739167891,0.0306159718546,-0.00223110612317,-0.0504677828944,1.0
1.0,0.0162804155645,0.0283906274531,-0.0127908563485,0.0573901050445,1.0
-15.0,0.0137476797203,0.0413720916874,0.0505754786654,0.0600706057537,1.0
-8.0,0.00809294367762,0.0346721219928,-0.0192455180894,-0.0299342810849,1.0
-4.0,-0.032833622725,0.0260385239268,0.0423150014956,0.02250628689,1.0
-15.0,-0.017102626209,0.0344978172895,-0.0191491260143,0.0091796305563,1.0
-8.0,-0.0317886207847,-0.0103100608418,-0.00532538626497,0.0121959690971,1.0
-4.0,0.00171792259142,0.0268435881145,-0.0159758083693,0.0407635281332,1.0
-1.0,0.00862734864721,0.0074389688725,-0.0422065821366,-0.0382983247088,1.0
-1.0,-0.00260800255249,-0.0360807346422,-0.0204963850725,-0.0134682321587,1.0
-11.0,0.0175988482295,0.0289141792868,0.0316769286615,0.00415494257037,1.0
-8.0,-0.0181860068317,0.01042547223,0.00588847525359,0.0156960752699,1.0
-11.0,0.0548954698227,0.0113892975126,-0.0062121122173,0.0708867866804,1.0
-3.0,0.0794304069125,0.0661763123986,-0.048302801332,0.0355290655906,1.0
-13.0,-0.0383426152326,-0.00271865980497,0.00300002847283,0.0189707585327,1.0
-5.0,-0.0216913942503,0.0323690184661,-0.0117676578101,-0.019528115647,1.0
-1.0,-0.0198993784125,0.00833426240937,-0.0214478548115,-0.013638182146,1.0
1.0,-0.0162046890224,-0.00724783371197,-0.0192143109522,-0.0692146656694,1.0
5.0,0.00480879677427,-0.00782981950761,0.00040217411502,-0.017582284121,1.0
-5.0,-0.00258849908627,-0.0106183942492,-0.0381289470343,-0.0198042105879,1.0
3.0,-0.00693361749863,-0.0119344860156,0.0237646792596,-0.0375719286082,1.0
-11.0,0.00102431674623,-0.00685020940315,-0.0573335888111,0.00375561470365,1.0
1.0,-0.0219220733752,-0.0102198431731,0.00168551062418,-0.0357400515881,1.0
-15.0,0.0980803433389,0.104974916261,-0.017925735384,0.0594247182927,1.0
-8.0,0.0487190178018,0.0615055258765,-0.00544941549444,0.0397388107028,1.0
-4.0,0.0520352511121,0.0877160333138,0.0259939245446,0.0115372888255,1.0
-2.0,0.0250679986848,0.0749367232416,-0.00258656579152,0.0517282311739,1.0
-1.0,0.0514743830659,0.0442162611622,0.00437874869083,0.0376284443586,1.0
0.0,0.054861399876,0.0545585013238,0.00301293428089,0.0334228049854,1.0
-15.0,0.0145427024829,0.06280508086,-0.0202040072103,0.0935666760934,1.0
-7.0,0.0180548022075,0.00781828456156,0.0259984640876,0.066352318526,1.0
-3.0,0.00327301212916,0.031350948546,0.0216264744137,0.0321458477584,1.0
-1.0,0.00465483415926,0.0620695320269,-0.0482396949046,-0.0192507800132,1.0
-13.0,-0.0310825432149,0.00577547868447,0.0125497807202,0.022729915565,1.0
-5.0,-0.0647629297198,-0.0242042361905,0.0425311743158,0.0247892260694,1.0
-1.0,-0.0629707413799,-0.0355251312761,0.0566651835807,-0.0229300756259,1.0
-3.0,0.0691083598352,0.0367539615163,-0.00374118996689,-0.00255096440256,1.0
-11.0,0.0487526752868,-0.00885493238532,0.038125714085,-0.0414182332696,1.0
-8.0,0.0331823112566,-0.0254137577049,-0.00396481161336,-0.0608777008724,1.0
-4.0,0.0328189141917,0.00301468163492,0.00284778755719,-0.00418877592395,1.0
1.0,0.0142150340895,-0.0160454100377,-0.00575433959876,0.0204553279106,1.0
-9.0,0.013643760095,0.0183505377213,-0.0267677590928,0.0153462653369,1.0
-1.0,0.0110264115267,-0.0167668636597,0.00237207302534,0.041988639923,1.0
-7.0,-0.0194527447154,-0.0130580488828,0.0117644225876,-0.0156588681418,1.0
1.0,-0.00752630311349,0.00977775374239,-0.0115598094834,-0.0383014278132,1.0
-9.0,0.00991756167572,-0.0345984158146,-0.0180117906298,-0.0116086791032,1.0
-3.0,-0.017010132155,-0.0443270040946,-0.0234601446847,-0.0139940409429,1.0
5.0,-0.00264681084842,-0.0147507486263,-0.0129117046917,-0.0445153458142,1.0
-7.0,0.0586274588873,0.0154493361866,-0.0337862434134,0.00318106670122,1.0
1.0,0.00459124858363,0.033879548619,-0.0529060632067,0.00362204139773,1.0
-9.0,-0.010644077622,-0.0216406683598,0.0224444640895,-0.0272691780127,1.0
-7.0,0.0127640055953,0.0441939257193,-0.0418418114263,-0.0385904044238,1.0
5.0,-0.0419684264915,0.0155224988693,-0.0040827249194,0.0258719747198,1.0
-13.0,-0.0438444020423,-0.0619356460902,0.0054904306969,0.018873087543,1.0
0.0,0.0386171454521,0.0559596446317,-0.0264223493859,0.0365084313316,1.0
-13.0,0.0166715191424,0.0175565894451,-0.00202766754448,-0.00915401798437,1.0
-15.0,-0.0246697053335,0.0343373547479,0.00772442572333,0.0582713835382,1.0
-7.0,0.0404955523771,0.0808345744244,0.0277103015229,0.0249299143866,1.0
-11.0,0.0444515243609,0.0759602139432,-0.0224479049333,0.0361258863491,1.0
-9.0,0.0179174238596,0.0313289281231,0.0260155510961,-0.00217411875304,1.0
0.0,4.9068625422e-05,0.0188255376147,-0.0253079023475,0.0308681901575,1.0
0.0,0.0362771161093,0.0377695757026,-0.0162123067894,0.00171127399829,1.0
5.0,-0.0568266788513,-0.0396887983765,0.0804764029463,0.0217201421645,1.0
-5.0,-0.00869533326416,-0.026618507208,0.0390131459329,-0.0112884412288,1.0
