Season,Team1,Team2,W_L_Seed,W_L_fg3_percentage,W_L_fg_percentage,W_L_or_percentage,W_L_dr_percentage
2017,1240,1438,10,-0.019260369325,-0.00672131727601,0.0222640449158,-0.0421113149494
2017,1300,1438,11,-0.05026600273,-0.0101370613901,0.0255740339646,-0.0511324045318
2017,1413,1438,11,-0.0316816736129,-0.0338217817724,0.0180591528969,-0.0593768625528
2017,1314,1438,-4,-0.0204180370687,0.00065747224021,0.0727763639215,-0.0371757501863
2017,1246,1438,-3,-0.0368252086006,0.00895436631042,0.0340127252914,-0.0463421234355
2017,1417,1438,-2,0.0143152845459,0.0512255956848,-0.0131379887874,-0.0575510442421
2017,1139,1438,-1,-0.0140987625179,0.0118059825681,-0.00869383800292,-0.0680745009665
2017,1278,1438,0,-0.045867787847,-0.0331687071151,0.0247872612332,-0.0500718969472
2017,1153,1438,1,-0.0437296038885,-0.0150635684997,0.0467431085653,-0.0486819362187
2017,1173,1438,2,-0.00373629240592,0.000529831212354,-0.00843917003068,-0.0348958821015
2017,1116,1438,3,-0.0290623729667,-0.00678192824186,0.0243828206429,-0.0839788674426
2017,1371,1438,4,-0.046091794393,-0.0159541327704,0.0574751660963,-0.0352159012008
2017,1243,1438,6,-0.0200593354607,-0.0085094907486,0.0107206278363,-0.0804769420077
2017,1292,1438,7,-0.0188100596348,0.0208884137611,0.00529775953754,-0.0113487502679
2017,1245,1438,9,-0.0732375279553,-0.0401592055849,0.0641385456694,-0.0737896735292
2017,1297,1438,10,-0.0224653882276,-0.0126549059718,0.0277716164622,-0.0606660191456
2017,1411,1438,11,-0.0931276430107,-0.0299015039992,0.0333939236541,-0.10400534982
2017,1437,1458,-7,0.0175520571205,0.0455022402433,-0.0551045176971,-0.0247874004052
2017,1181,1458,-6,0.0250472080994,0.0257599107458,-0.0347925139515,-0.0312752359703
2017,1124,1458,-5,4.28657140165e-05,0.0147519082794,0.0176942047474,-0.0201885753761
2017,1196,1458,-4,0.0052744040996,-0.000845334940448,-0.0167335124606,-0.0186044646118
2017,1438,1458,-3,0.0351658852038,0.015588970086,-0.0484837720071,0.0375776462739
2017,1374,1458,-2,0.0441982335858,0.0227060142306,0.00355631652963,0.014374347992
2017,1376,1458,-1,-0.02449876778,-0.0382163563609,-0.000780036591648,-0.0161407187816
2017,1439,1458,1,0.0567070719129,0.038666832474,-0.0825506890504,-0.0540274949289
2017,1266,1458,2,0.076971031373,0.0371452027942,-0.0642331283546,-0.0439092970237
2017,1344,1458,3,0.0157305494544,-0.00427938477544,-0.0489232908156,-0.0244417575726
2017,1425,1458,3,0.00876049782754,0.00534141549738,-0.0340133424387,-0.0613277792
2017,1423,1458,4,0.00818381725361,0.0294082479391,-0.0279496023093,-0.0486347338969
2017,1190,1458,5,0.0264405348598,0.0439918848228,-0.0422832343517,0.00460655813992
2017,1308,1458,6,-0.00968497614758,0.0146901157931,0.00707334207416,-0.00213190375682
2017,1407,1458,7,0.00128304871051,-0.0019196367423,-0.0274570620036,-0.0353665956379
2017,1291,1458,8,0.00186243730554,-0.00492914105448,-0.0734294000898,-0.0639312441254
2017,1309,1458,8,-0.0467286665786,0.0124982212065,0.00921616434105,-0.0487995990922
2017,1211,1458,-7,0.0332894840619,0.0672670509761,-0.0540035340885,0.0442792309666
2017,1112,1458,-6,0.0371979205408,0.0245797779028,-0.0256437762742,-0.00165450468828
2017,1199,1458,-5,-0.0070837644506,0.0314557062608,-0.0188364082886,-0.0224900406996
2017,1452,1458,-4,0.00846228876244,0.00482463281663,0.0124988485991,-0.0287944186641
2017,1323,1458,-3,0.0263484403029,0.0093561784196,-0.0581474228978,-0.0512117342134
2017,1268,1458,-2,0.0239272602915,0.000708448576553,-0.0293925562466,-0.0380796137746
2017,1388,1458,-1,0.0543115730313,0.0453862331113,-0.0324220183064,0.0333026257492
2017,1321,1458,0,-0.00753549520012,-0.0143946127358,-0.0268211697187,-0.0121903730779
2017,1435,1458,1,0.0243651031598,-0.0175610264673,-0.060344539659,-0.00896794909388
2017,1433,1458,2,-0.0211412720117,0.0105765744788,-0.0246482068901,0.00631632704894
2017,1343,1458,4,0.0287410902694,-0.0020630201677,-0.0691321945738,0.00761193528228
2017,1137,1458,5,0.0241878301057,0.032713901166,-0.0599216534296,-0.013700903347
2017,1195,1458,6,-0.00455194418636,0.0364153900374,-0.0192556267811,-0.0196927380939
2017,1315,1458,7,0.0317207802338,0.0237634646602,-0.0598852505624,-0.0145123063513
2017,1355,1458,8,0.0106867525649,0.00297384174653,-0.0508148604235,-0.0435325301755
2017,1242,1458,-7,0.0479426485807,0.0354867364064,-0.01366761367,-0.0274446847494
2017,1257,1458,-6,0.00251659570092,0.00336795376028,0.00229827601406,0.00573999918935
2017,1332,1458,-5,0.0198301427612,0.0296386560981,-0.0370091865558,-0.0309893052336
2017,1345,1458,-4,0.0572651764971,0.029137771441,-0.0437577884912,-0.00630212757606
2017,1235,1458,-3,0.0501208921536,0.0170880972131,-0.0673679211276,-0.054584751837
2017,1166,1458,-2,0.0428400677281,0.0562490524437,-0.0815956219815,-0.0306846567525
2017,1276,1458,-1,0.0324022306529,0.0319935226351,-0.0745256311176,-0.0555103617432
2017,1274,1458,0,0.00214580633368,0.000769124396347,-0.012605019756,-0.0132040120103
2017,1277,1458,1,0.0279176671711,0.0142180751747,-0.0403211882596,0.00451777381913
2017,1329,1458,2,0.0564315109858,0.0170457910435,0.00925285857777,-0.0524324174169
2017,1348,1458,3,-0.0174876080767,0.00204753336375,-0.00751279506312,0.0159349228052
2017,1305,1458,4,0.03553473015,0.0010320167208,-0.026637322504,-0.0147716389815
2017,1436,1458,5,0.0174243171502,0.0444770188775,-0.0435962520812,-0.0162951841583
2017,1233,1458,6,0.0512153424433,0.00442315659482,-0.0574190083108,-0.0387730435209
2017,1240,1458,7,0.0159055158788,0.00886765281003,-0.0262197270914,-0.00453366867546
2017,1300,1458,8,-0.0151001175262,0.00545190869594,-0.0229097380426,-0.0135547582579
2017,1413,1458,8,0.00348421159088,-0.0182328116864,-0.0304246191103,-0.0217992162789
2017,1314,1458,-7,0.0147478481351,0.0162464423263,0.0242925919143,0.000401896087634
2017,1246,1458,-6,-0.00165932339682,0.0245433363965,-0.0144710467158,-0.00876447716158
2017,1417,1458,-5,0.0494811697497,0.0668145657709,-0.0616217607946,-0.0199733979682
2017,1139,1458,-4,0.0210671226859,0.0273949526541,-0.0571776100101,-0.0304968546926
2017,1278,1458,-3,-0.0107019026432,-0.0175797370291,-0.0236965107739,-0.0124942506733
2017,1153,1458,-2,-0.00856371868472,0.000525401586337,-0.00174066344182,-0.0111042899448
2017,1173,1458,-1,0.0314295927979,0.0161188012984,-0.0569229420378,0.00268176417244
2017,1116,1458,0,0.00610351223713,0.00880704184418,-0.0241009513643,-0.0464012211687
2017,1371,1458,1,-0.0109259091892,-0.000365162684364,0.00899139408915,0.00236174507313
2017,1455,1458,2,0.0559535231055,0.0201384925594,-0.0109815854152,0.0512794033814
2017,1243,1458,3,0.0151065497431,0.00707947933745,-0.0377631441708,-0.0428992957338
2017,1448,1458,3,0.0329270104288,0.0222751459811,-0.0334666236645,-0.0248863103238
2017,1292,1458,4,0.016355825569,0.0364773838471,-0.0431860124696,0.026228896006
2017,1457,1458,5,0.0278565215533,0.00302915641725,-0.0506569145942,-0.00857080426059
2017,1245,1458,6,-0.0380716427515,-0.0245702354988,0.0156547736623,-0.0362120272552
2017,1297,1458,7,0.0127004969762,0.00293406411425,-0.0207121555449,-0.0230883728717
2017,1411,1458,8,-0.0579617578069,-0.0143125339132,-0.0150898483531,-0.0664277035457
2017,1437,1439,-8,-0.0391550147924,0.00683540776929,0.0274461713533,0.0292400945237
2017,1181,1439,-7,-0.0316598638135,-0.0129069217281,0.0477581750989,0.0227522589586
2017,1124,1439,-6,-0.0566642061989,-0.0239149241946,0.100244893798,0.0338389195528
2017,1196,1439,-5,-0.0514326678133,-0.0395121674144,0.0658171765898,0.0354230303171
2017,1438,1439,-4,-0.0215411867091,-0.0230778623879,0.0340669170432,0.0916051412028
2017,1374,1439,-3,-0.0125088383271,-0.0159608182434,0.08610700558,0.0684018429209
2017,1376,1439,-2,-0.0812058396929,-0.0768831888349,0.0817706524587,0.0378867761473
2017,1266,1439,1,0.0202639594601,-0.00152162967975,0.0183175606958,0.0101181979052
2017,1344,1439,2,-0.0409765224585,-0.0429462172494,0.0336273982348,0.0295857373563
2017,1425,1439,2,-0.0479465740854,-0.0333254169766,0.0485373466117,-0.00730028427106
2017,1423,1439,3,-0.0485232546593,-0.00925858453489,0.0546010867411,0.00539276103204
2017,1190,1439,4,-0.0302665370531,0.00532505234886,0.0402674546987,0.0586340530688
2017,1308,1439,5,-0.0663920480605,-0.0239767166809,0.0896240311245,0.0518955911721
2017,1407,1439,6,-0.0554240232024,-0.0405864692163,0.0550936270468,0.018660899291
2017,1291,1439,7,-0.0548446346074,-0.0435959735285,0.00912128896058,-0.00990374919655
2017,1309,1439,7,-0.103435738492,-0.0261686112675,0.0917668533914,0.00522789583673
2017,1211,1439,-8,-0.0234175878511,0.0286002185021,0.0285471549619,0.0983067258955
2017,1112,1439,-7,-0.0195091513721,-0.0140870545712,0.0569069127762,0.0523729902406
2017,1199,1439,-6,-0.0637908363635,-0.00721112621323,0.0637142807617,0.0315374542293
2017,1323,1439,-4,-0.0303586316101,-0.0293106540544,0.0244032661526,0.00281576071549
2017,1268,1439,-3,-0.0327798116214,-0.0379583838974,0.0531581328038,0.0159478811543
2017,1388,1439,-2,-0.00239549888165,0.00671940063731,0.050128670744,0.087330120678
2017,1321,1439,-1,-0.064242567113,-0.0530614452098,0.0557295193317,0.041837121851
2017,1435,1439,0,-0.0323419687532,-0.0562278589413,0.0222061493913,0.045059545835
2017,1433,1439,1,-0.0778483439246,-0.0280902579952,0.0579024821603,0.0603438219778
2017,1343,1439,3,-0.0279659816435,-0.0407298526417,0.0134184944766,0.0616394302112
2017,1137,1439,4,-0.0325192418072,-0.00595293130798,0.0226290356208,0.0403265915819
2017,1195,1439,5,-0.0612590160993,-0.00225144243663,0.0632950622693,0.034334756835
2017,1315,1439,6,-0.0249862916791,-0.0149033678137,0.022665438488,0.0395151885776
2017,1355,1439,7,-0.046020319348,-0.0356929907275,0.0317358286269,0.0104949647534
2017,1242,1439,-8,-0.00876442333223,-0.00318009606761,0.0688830753803,0.0265828101795
2017,1257,1439,-7,-0.054190476212,-0.0352988787137,0.0848489650644,0.0597674941182
2017,1332,1439,-6,-0.0368769291517,-0.00902817637592,0.0455415024946,0.0230381896953
2017,1345,1439,-5,0.000558104584174,-0.00952906103303,0.0387929005592,0.0477253673528
2017,1235,1439,-4,-0.00658617975931,-0.0215787352609,0.0151827679227,-0.00055725690813
2017,1166,1439,-3,-0.0138670041848,0.0175822199697,0.000955067068901,0.0233428381764
2017,1276,1439,-2,-0.02430484126,-0.00667330983893,0.00802505793274,-0.00148286681427
2017,1274,1439,-1,-0.0545612655792,-0.0378977080776,0.0699456692943,0.0408234829186
2017,1277,1439,0,-0.0287894047418,-0.0244487572993,0.0422295007908,0.058545268748
2017,1329,1439,1,-0.000275560927109,-0.0216210414304,0.0918035476281,0.00159507751203
2017,1348,1439,2,-0.0741946799896,-0.0366192991102,0.0750378939873,0.0699624177341
2017,1305,1439,3,-0.0211723417629,-0.0376348157532,0.0559133665464,0.0392558559474
2017,1436,1439,4,-0.0392827547628,0.00581018640356,0.0389544369692,0.0377323107705
2017,1233,1439,5,-0.00549172946966,-0.0342436758792,0.0251316807396,0.015254451408
2017,1240,1439,6,-0.0408015560341,-0.029799179664,0.056330961959,0.0494938262534
2017,1300,1439,7,-0.0718071894391,-0.033214923778,0.0596409510078,0.040472736671
2017,1413,1439,7,-0.053222860322,-0.0568996441604,0.0521260699401,0.03222827865
2017,1314,1439,-8,-0.0419592237778,-0.0224203901477,0.106843280965,0.0544293910165
2017,1246,1439,-7,-0.0583663953098,-0.0141234960775,0.0680796423346,0.0452630177673
2017,1417,1439,-6,-0.00722590216323,0.0281477332969,0.0209289282558,0.0340540969607
2017,1139,1439,-5,-0.0356399492271,-0.0112718798199,0.0253730790403,0.0235306402363
2017,1278,1439,-4,-0.0674089745562,-0.056246569503,0.0588541782765,0.0415332442556
2017,1153,1439,-3,-0.0652707905976,-0.0381414308876,0.0808100256086,0.0429232049841
2017,1173,1439,-2,-0.025277479115,-0.0225480311756,0.0256277470126,0.0567092591013
2017,1116,1439,-1,-0.0506035596758,-0.0298597906298,0.0584497376861,0.00762627376021
2017,1371,1439,0,-0.0676329811022,-0.0390319951583,0.0915420831395,0.056389240002
2017,1243,1439,2,-0.0416005221698,-0.0315873531365,0.0447875448796,0.0111281991951
2017,1292,1439,3,-0.0403512463439,-0.00218944862685,0.0393646765808,0.0802563909349
2017,1245,1439,5,-0.0947787146645,-0.0632370679728,0.0982054627126,0.0178154676736
2017,1297,1439,6,-0.0440065749367,-0.0357327683597,0.0618385335055,0.0309391220572
2017,1411,1439,7,-0.11466882972,-0.0529793663872,0.0674608406973,-0.0124002086168
2017,1437,1452,-3,0.00908976835807,0.0406776074266,-0.0676033662962,0.00400701825889
2017,1181,1452,-2,0.0165849193369,0.0209352779292,-0.0472913625506,-0.0024808173062
2017,1124,1452,-1,-0.00841942304842,0.00992727546278,0.00519535614828,0.008605843288
2017,1196,1452,0,-0.00318788466284,-0.00566996775708,-0.0292323610597,0.0101899540523
2017,1438,1452,1,0.0267035964414,0.0107643372694,-0.0609826206062,0.066372064938
2017,1374,1452,2,0.0357359448234,0.0178813814139,-0.00894253206947,0.0431687666561
2017,1376,1452,3,-0.0329610565424,-0.0430409891775,-0.0132788851907,0.0126536998825
2017,1439,1452,5,0.0482447831505,0.0338421996574,-0.0950495376495,-0.0252330762648
2017,1266,1452,6,0.0685087426106,0.0323205699776,-0.0767319769537,-0.0151148783596
2017,1344,1452,7,0.00726826069196,-0.00910401759207,-0.0614221394147,0.00435266109154
2017,1425,1452,7,0.000298209065103,0.000516782680754,-0.0465121910378,-0.0325333605359
2017,1423,1452,8,-0.000278471508826,0.0245836151225,-0.0404484509084,-0.0198403152327
2017,1190,1452,9,0.0179782460973,0.0391672520062,-0.0547820829508,0.033400976804
2017,1308,1452,10,-0.01814726491,0.00986548297647,-0.00542550652494,0.0266625149073
2017,1407,1452,11,-0.00717924005193,-0.00674426955893,-0.0399559106026,-0.0065721769738
2017,1291,1452,12,-0.0065998514569,-0.00975377387111,-0.0859282486889,-0.0351368254613
2017,1309,1452,12,-0.055190955341,0.00767358838982,-0.00328268425805,-0.0200051804281
2017,1211,1452,-3,0.0248271952994,0.0624424181595,-0.0665023826876,0.0730736496307
2017,1112,1452,-2,0.0287356317784,0.0197551450862,-0.0381426248733,0.0271399139758
2017,1199,1452,-1,-0.015546053213,0.0266310734441,-0.0313352568877,0.00630437796451
2017,1323,1452,1,0.0178861515404,0.00453154560297,-0.0706462714969,-0.0224173155493
2017,1268,1452,2,0.0154649715291,-0.00411618424008,-0.0418914048457,-0.00928519511047
2017,1388,1452,3,0.0458492842688,0.0405616002947,-0.0449208669055,0.0620970444133
2017,1321,1452,4,-0.0159977839626,-0.0192192455524,-0.0393200183178,0.0166040455862
2017,1435,1452,5,0.0159028143973,-0.0223856592839,-0.0728433882581,0.0198264695702
2017,1433,1452,6,-0.0296035607741,0.00575194166219,-0.0371470554892,0.035110745713
2017,1343,1452,8,0.0202788015069,-0.00688765298433,-0.0816310431729,0.0364063539464
2017,1137,1452,9,0.0157255413433,0.0278892683494,-0.0724205020287,0.0150935153171
2017,1195,1452,10,-0.0130142329488,0.0315907572207,-0.0317544753802,0.00910168057017
2017,1315,1452,11,0.0232584914714,0.0189388318436,-0.0723840991615,0.0142821123128
2017,1355,1452,12,0.00222446380248,-0.0018507910701,-0.0633137090226,-0.0147381115114
2017,1242,1452,-3,0.0394803598183,0.0306621035897,-0.0261664622691,0.00134973391467
2017,1257,1452,-2,-0.00594569306152,-0.00145667905635,-0.010200572585,0.0345344178534
2017,1332,1452,-1,0.0113678539987,0.0248140232814,-0.0495080351549,-0.00219488656954
2017,1345,1452,0,0.0488028877347,0.0243131386243,-0.0562566370903,0.022492291088
2017,1235,1452,1,0.0416586033912,0.0122634643965,-0.0798667697267,-0.0257903331729
2017,1166,1452,2,0.0343777789657,0.0514244196271,-0.0940944705806,-0.00189023808839
2017,1276,1452,3,0.0239399418905,0.0271688898184,-0.0870244797167,-0.0267159430791
2017,1274,1452,4,-0.00631648242876,-0.00405550842028,-0.0251038683551,0.0155904066538
2017,1277,1452,5,0.0194553784087,0.00939344235805,-0.0528200368587,0.0333121924832
2017,1329,1452,6,0.0479692222234,0.0122211582269,-0.00324599002133,-0.0236379987528
2017,1348,1452,7,-0.0259498968392,-0.00277709945288,-0.0200116436622,0.0447293414693
2017,1305,1452,8,0.0270724413875,-0.00379261609583,-0.0391361711031,0.0140227796826
2017,1436,1452,9,0.00896202838772,0.0396523860609,-0.0560951006803,0.0124992345058
2017,1233,1452,10,0.0427530536808,-0.000401476221807,-0.0699178569098,-0.00997862485683
2017,1240,1452,11,0.0074432271164,0.0040430199934,-0.0387185756905,0.0242607499886
2017,1300,1452,12,-0.0235624062886,0.000627275879306,-0.0354085866416,0.0152396604062
2017,1413,1452,12,-0.00497807717156,-0.023057444503,-0.0429234677094,0.00699520238519
2017,1314,1452,-3,0.00628555937264,0.0114218095096,0.0117937433152,0.0291963147517
2017,1246,1452,-2,-0.0101216121593,0.0197187035798,-0.0269698953149,0.0200299415025
2017,1417,1452,-1,0.0410188809873,0.0619899329542,-0.0741206093937,0.00882102069592
2017,1139,1452,0,0.0126048339234,0.0225703198375,-0.0696764586092,-0.00170243602849
2017,1278,1452,1,-0.0191641914057,-0.0224043698457,-0.036195359373,0.0163001679908
2017,1153,1452,2,-0.0170260074472,-0.00429923123029,-0.0142395120409,0.0176901287193
2017,1173,1452,3,0.0229673040354,0.0112941684818,-0.0694217906369,0.0314761828365
2017,1116,1452,4,-0.00235877652531,0.00398240902755,-0.0365997999634,-0.0176068025046
2017,1371,1452,5,-0.0193881979517,-0.00518979550099,-0.00350745450995,0.0311561637372
2017,1243,1452,7,0.00664426098069,0.00225484652082,-0.0502619927699,-0.0141048770696
2017,1448,1452,7,0.0244647216663,0.0174505131645,-0.0459654722636,0.00390810834035
2017,1292,1452,8,0.00789353680656,0.0316527510305,-0.0556848610687,0.0550233146701
2017,1245,1452,10,-0.046533931514,-0.0293948683155,0.00315592506316,-0.00741760859114
2017,1297,1452,11,0.0042382082138,-0.00189056870238,-0.033211004144,0.00570604579242
2017,1411,1452,12,-0.0664240465694,-0.0191371667298,-0.0275886969522,-0.0376332848816
2017,1437,1462,-10,0.0262592174599,0.0416236105231,-0.056747350845,-0.0158032274598
2017,1181,1462,-9,0.0337543684388,0.0218812810257,-0.0364353470994,-0.0222910630249
2017,1124,1462,-8,0.00875002605339,0.0108732785593,0.0160513715994,-0.0112044024307
2017,1196,1462,-7,0.013981564439,-0.0047239646606,-0.0183763456085,-0.00962029166638
2017,1438,1462,-6,0.0438730455432,0.0117103403659,-0.0501266051551,0.0465618192193
2017,1374,1462,-5,0.0529053939252,0.0188273845104,0.00191348338168,0.0233585209374
2017,1376,1462,-4,-0.0157916074406,-0.0420949860811,-0.00242286973959,-0.00715654583622
2017,1458,1462,-3,0.00870716033937,-0.00387862972015,-0.00164283314795,0.00898417294542
2017,1439,1462,-2,0.0654142322523,0.0347882027538,-0.0841935221983,-0.0450433219835
2017,1266,1462,-1,0.0856781917124,0.0332665730741,-0.0658759615025,-0.0349251240783
2017,1344,1462,0,0.0244377097938,-0.00815801449559,-0.0505661239636,-0.0154575846271
2017,1425,1462,0,0.0174676581669,0.00146278577723,-0.0356561755866,-0.0523436062545
2017,1423,1462,1,0.016890977593,0.0255296182189,-0.0295924354573,-0.0396505609514
2017,1190,1462,2,0.0351476951992,0.0401132551027,-0.0439260674996,0.0135907310853
2017,1308,1462,3,-0.000977815808206,0.0108114860729,0.00543050892621,0.00685226918859
2017,1407,1462,4,0.00999020904988,-0.00579826646245,-0.0290998951515,-0.0263824226925
2017,1291,1462,5,0.0105695976449,-0.00880777077463,-0.0750722332377,-0.05494707118
2017,1309,1462,5,-0.0380215062392,0.0086195914863,0.0075733311931,-0.0398154261467
2017,1211,1462,-10,0.0419966444012,0.0633884212559,-0.0556463672365,0.053263403912
2017,1112,1462,-9,0.0459050808802,0.0207011481827,-0.0272866094221,0.00732966825714
2017,1199,1462,-8,0.00162339588877,0.0275770765406,-0.0204792414366,-0.0135058677542
2017,1452,1462,-7,0.0171694491018,0.000946003096478,0.0108560154512,-0.0198102457187
2017,1323,1462,-6,0.0350556006422,0.00547754869945,-0.0597902560457,-0.042227561268
2017,1268,1462,-5,0.0326344206309,-0.0031701811436,-0.0310353893945,-0.0290954408292
2017,1388,1462,-4,0.0630187333706,0.0415076033911,-0.0340648514543,0.0422867986946
2017,1321,1462,-3,0.00117166513926,-0.018273242456,-0.0284640028666,-0.00320620013246
2017,1435,1462,-2,0.0330722634991,-0.0214396561875,-0.061987372807,1.62238515388e-05
2017,1433,1462,-1,-0.0124341116723,0.00669794475867,-0.0262910400381,0.0153004999944
2017,1343,1462,1,0.0374482506088,-0.00594164988785,-0.0707750277217,0.0165961082277
2017,1137,1462,2,0.0328949904451,0.0288352714459,-0.0615644865776,-0.00471673040155
2017,1195,1462,3,0.00415521615302,0.0325367603172,-0.020898459929,-0.0107085651485
2017,1315,1462,4,0.0404279405732,0.0198848349401,-0.0615280837103,-0.00552813340588
2017,1355,1462,5,0.0193939129043,-0.000904787973618,-0.0524576935715,-0.0345483572301
2017,1242,1462,-10,0.0566498089201,0.0316081066862,-0.015310446818,-0.018460511804
2017,1257,1462,-9,0.0112237560403,-0.000510675959875,0.000655442866112,0.0147241721348
2017,1332,1462,-8,0.0285373031006,0.0257600263779,-0.0386520197037,-0.0220051322882
2017,1345,1462,-7,0.0659723368365,0.0252591417208,-0.0454006216391,0.00268204536936
2017,1235,1462,-6,0.058828052493,0.0132094674929,-0.0690107542756,-0.0456005788916
2017,1166,1462,-5,0.0515472280675,0.0523704227236,-0.0832384551294,-0.0217004838071
2017,1276,1462,-4,0.0411093909923,0.0281148929149,-0.0761684642656,-0.0465261887977
2017,1274,1462,-3,0.0108529666731,-0.00310950532381,-0.014247852904,-0.00421983906484
2017,1277,1462,-2,0.0366248275105,0.0103394454545,-0.0419640214075,0.0135019467645
2017,1329,1462,-1,0.0651386713252,0.0131671613234,0.00761002542983,-0.0434482444714
2017,1348,1462,0,-0.00878044773734,-0.0018310963564,-0.00915562821107,0.0249190957506
2017,1305,1462,1,0.0442418904894,-0.00284661299935,-0.0282801556519,-0.00578746603608
2017,1436,1462,2,0.0261314774895,0.0405983891574,-0.0452390852291,-0.00731101121293
2017,1233,1462,3,0.0599225027826,0.00054452687467,-0.0590618414587,-0.0297888705755
2017,1240,1462,4,0.0246126762182,0.00498902308988,-0.0278625602393,0.00445050426996
2017,1300,1462,5,-0.0063929571868,0.00157327897578,-0.0245525711905,-0.00457058531248
2017,1413,1462,5,0.0121913719303,-0.0221114414065,-0.0320674522582,-0.0128150433335
2017,1314,1462,-10,0.0234550084745,0.0123678126061,0.0226497587664,0.00938606903305
2017,1246,1462,-9,0.00704783694255,0.0206647066763,-0.0161138798637,0.000219695783839
2017,1417,1462,-8,0.0581883300891,0.0629359360507,-0.0632645939425,-0.0109892250228
2017,1139,1462,-7,0.0297742830252,0.0235163229339,-0.058820443158,-0.0215126817472
2017,1278,1462,-6,-0.00199474230386,-0.0214583667492,-0.0253393439219,-0.00351007772791
2017,1153,1462,-5,0.000143441654652,-0.00335322813382,-0.00338349658976,-0.0021201169994
