Season,Team1,Team2,W_L_Seed,W_L_dr_percentage,W_L_fg3_percentage,W_L_fg_percentage,W_L_or_percentage,label
2003,1400,1163,-4.0,0.0168854110538,-0.0377194906737,-0.0259469087793,0.0244731259536,1.0
2003,1400,1277,-6.0,-0.039926227896,-0.0152170280752,-0.00529447875662,0.0534590326195,1.0
2003,1428,1332,1.0,0.0729951119955,0.00462072963594,-0.00341484517372,0.0164390669591,1.0
2003,1448,1190,-13.0,0.0675697076851,-0.00218789091363,-0.000761363080911,0.0260684069641,1.0
2003,1462,1407,-11.0,0.00349933768959,0.0309911182471,0.0187159327272,0.00467015937569,1.0
2004,1197,1250,0.0,-0.043361574566,-0.000986012636729,-0.00752749403105,0.00360327984675,1.0
2004,1104,1356,-1.0,0.000775557246563,0.0612881173936,0.00655757052954,-0.0206769759146,1.0
2004,1104,1390,7.0,-0.0310268410944,0.0120993884032,-0.0326158638303,0.00248706471216,1.0
2004,1104,1393,3.0,0.017493572282,0.0712667761287,-0.00905193619867,-0.0309888065336,1.0
2004,1163,1436,-13.0,0.00573834017619,0.0723115898026,0.0523071804418,0.0378434727137,1.0
2004,1163,1177,-5.0,0.0334338384651,0.0339950792005,0.00885271010901,0.0229091919542,1.0
2004,1163,1435,-4.0,0.0180806982612,0.0295442395193,0.0332545456488,0.0463234133055,1.0
2004,1163,1104,-6.0,0.0259996766257,0.0118681453867,0.0284563131129,0.0412528810114,1.0
2004,1163,1181,1.0,0.0663668061091,0.0248422191772,0.00738918792321,0.0159492105933,1.0
2004,1163,1210,-1.0,0.0129701158586,0.0174370617259,0.00916601045097,0.0486873757499,1.0
2004,1177,1173,-3.0,-0.0308542076242,0.0331681600463,0.0150225272162,-0.0122383587297,1.0
2004,1181,1106,-15.0,-0.0490937297744,0.0213035285648,0.0478755867641,-0.0123031699003,1.0
2004,1181,1371,-7.0,-0.046619067143,0.0208290832873,0.0103778495252,0.0250442818924,1.0
2004,1181,1228,-4.0,-0.0368021748438,0.0308027776719,0.00886504140277,0.0204266165987,1.0
2004,1181,1462,-6.0,-0.0409720792614,-0.00705124025467,0.0297764068448,0.0213706120624,1.0
2004,1211,1434,-13.0,0.00974481316591,0.108862009639,0.0725056626865,-0.00772427438427,1.0
2004,1264,1196,7.0,0.00296395259535,-0.00928484020978,-0.0405746528748,0.0379083226376,1.0
2004,1268,1431,-9.0,0.0160595012506,-0.0254185370378,-0.0279132297155,0.0563703404436,1.0
2004,1305,1277,3.0,0.019869984599,-0.0737296808872,-0.0433904778567,0.0481686741959,1.0
2004,1305,1211,8.0,-0.0150031295287,-0.0850150956604,-0.0632556883534,0.0228611681563,1.0
2004,1314,1102,-5.0,0.0200416671536,-0.0396136040391,-0.0202857948945,0.0921296142397,1.0
2004,1371,1112,-1.0,0.0478792326194,-0.030284555177,-0.0223211826644,-0.00958340420784,1.0
2004,1386,1251,-15.0,-0.00633388630839,0.0932147460926,0.0533792131642,-0.0570655216418,1.0
2004,1386,1403,-7.0,0.0149481211186,0.0753009646219,0.0165966855637,-0.0226950981768,1.0
2004,1386,1448,-3.0,0.0115161968084,0.0230064847991,0.00994446436791,-0.0618308653883,1.0
2004,1390,1427,-15.0,0.0482268006148,0.0137147665746,0.0534502832058,-0.0144452050988,1.0
2004,1393,1140,-7.0,-0.034272148688,-0.0232114357779,-0.0267455351468,0.0441433284336,1.0
2004,1393,1268,1.0,-0.0136010340966,-0.03037000168,0.0175720473828,-0.0107906094849,1.0
2004,1400,1343,-11.0,-0.026079115423,0.00555497127473,-0.0430969009287,0.0744134624927,1.0
2004,1400,1314,-3.0,0.0363416755363,0.00816744069805,-0.0231669330269,0.0196448253176,1.0
2004,1403,1150,-1.0,-0.0353542776326,-0.00407515414329,0.0175571930734,-0.0550350614914,1.0
2004,1448,1433,-9.0,-0.0405320113122,0.00585346338028,-0.00245744059535,0.00755485231043,1.0
2004,1448,1264,-8.0,-0.028606845391,0.00872060583021,0.0305478084427,0.011034470943,1.0
2004,1130,1428,-5.0,-0.0651641128623,-0.0681549208504,-0.0183243553167,0.0210946789433,1.0
2004,1153,1190,-9.0,0.0488080681394,0.0373305585086,-0.00697707541195,0.0238135134787,1.0
2004,1210,1320,-11.0,-0.0157038720262,0.0263033121809,0.030374748225,0.0278947390815,1.0
2004,1210,1130,-3.0,0.033676797905,0.0639367315789,0.0147706064842,-0.0417933976698,1.0
2004,1210,1305,-7.0,-0.00197367454231,0.0456363642275,0.0144116447308,-0.0309170284184,1.0
2004,1210,1242,-1.0,-0.0030562138338,0.0382095247119,0.0067965661019,-0.0114784001021,1.0
2004,1210,1329,1.0,0.00336742851519,-0.00909897188803,-0.045318445685,-0.00221889349356,1.0
2004,1228,1293,-7.0,-0.00380187021058,0.0033847225546,-0.0321919430072,0.00319645046806,1.0
2004,1228,1153,1.0,-0.0295776481997,-0.0476357625362,0.00717167164779,-0.0148737787293,1.0
2004,1242,1227,-9.0,0.021099471979,-0.0381816922093,0.00702859791003,-0.0295029454523,1.0
2004,1242,1334,-8.0,0.0224240168715,-0.0209805951886,-0.00704892214273,0.0219115970683,1.0
2004,1242,1412,-5.0,0.0313520924053,0.00382505992883,0.021588569195,0.0106768625967,1.0
2004,1246,1197,-15.0,0.0357369280013,0.00873189857349,0.0518936032888,-0.000804541868838,1.0
2004,1272,1376,-3.0,0.0310109943819,0.0282372929085,-0.0126060722721,0.00934956158398,1.0
2004,1280,1284,-13.0,0.0132746255021,0.00597594018443,0.0480881050425,0.0783526847739,1.0
2004,1301,1418,-11.0,0.0544940373408,-0.0271758105747,-0.0097458437469,-0.0185687445684,1.0
2004,1329,1186,-13.0,0.0327073826325,0.0104127916243,0.0365250784141,0.0257789482076,1.0
2004,1329,1272,-5.0,-0.0119827462395,0.0259318807477,0.091343822866,-0.029978272102,1.0
2004,1329,1338,-1.0,0.0130192469713,0.0718733467087,0.0321615297739,-0.0415425241385,1.0
2004,1329,1386,1.0,0.0255304113918,-0.020440128567,0.0344864295776,0.0293688141879,1.0
2004,1334,1344,7.0,0.0350124929235,-0.00775961141165,0.015351365806,-0.0278293369415,1.0
2004,1338,1416,-11.0,-0.0191908466199,-0.0392255887501,0.0265623372365,0.0172129693794,1.0
2004,1338,1458,-3.0,-0.0104477566166,-0.0083078051251,0.0354945224511,0.0275472421087,1.0
2004,1412,1449,1.0,0.0341086186926,-0.0176569991888,-0.0217699565631,-0.00494714389538,1.0
2004,1412,1246,8.0,-0.030225085087,-0.0187259111052,-0.0279520517742,-0.00773679726267,1.0
2004,1435,1444,-5.0,-0.00158936981042,-0.0121696599739,-0.0154270627291,-0.0428289878237,1.0
2004,1435,1301,3.0,0.01070590176,0.0132247109651,-0.00777050468794,0.017694728859,1.0
2004,1458,1350,-5.0,-0.0117717704463,0.0146942112531,0.0360595862135,-0.00510530068046,1.0
2004,1462,1257,-3.0,-0.0390115981013,0.0312268752681,0.0246760702108,0.0118757026613,1.0
2004,1462,1280,5.0,-0.00778272965027,0.0268134960887,-0.0252208525324,-0.0421150833871,1.0
2004,1462,1400,4.0,-0.00959575732797,0.0217289181095,0.00214727129891,-0.0504308363531,1.0
2005,1324,1105,0.0,-0.0300284797324,0.0301704352282,0.0482881274719,-0.00981408811165,1.0
2005,1112,1429,-11.0,-0.0650257041889,-0.005104800025,-0.0636445388582,0.0373869025322,1.0
2005,1112,1412,-8.0,0.0120238220604,0.0497869784158,0.017676958763,0.0271884478358,1.0
2005,1112,1329,1.0,-0.0245914081646,-0.018160805242,-0.0257566510182,0.0185847674308,1.0
2005,1130,1335,-9.0,-0.0659213585255,-0.0171948395765,0.014021900483,0.0207114228497,1.0
2005,1153,1234,-3.0,0.00379814996436,-0.0278517752068,-0.0242060110198,0.0442557225624,1.0
2005,1211,1457,-11.0,-0.0306754704628,0.0344263348974,0.0644996041684,-0.00113065572426,1.0
2005,1228,1192,-15.0,0.0165558946043,0.0326422946182,0.0368016304699,-0.0190405156831,1.0
2005,1228,1305,-8.0,-0.0283968921426,0.13568021123,0.023814101158,-0.0362502188841,1.0
2005,1228,1454,-11.0,0.0123846248551,0.0592169399487,0.0475322698583,-0.0375577448635,1.0
2005,1228,1112,-2.0,0.041272588028,-0.00497375233461,0.0144362180975,-0.0311921721776,1.0
2005,1228,1257,-3.0,-0.0358978453963,-0.00779911968625,0.0221297541783,-0.0304622889991,1.0
2005,1246,1184,-13.0,-0.010083123985,-0.0131851181044,-0.0115324595405,0.0225208253524,1.0
2005,1246,1153,-5.0,-0.015934031088,-0.00641621677941,0.020366187013,-0.0273350731191,1.0
2005,1246,1428,-4.0,-0.0362421976003,-0.0247692509987,-0.0526173350587,-0.00881903089286,1.0
2005,1305,1400,1.0,0.0375210963644,-0.129163526171,0.00451547507557,-0.011370364442,1.0
2005,1328,1310,-11.0,0.0137698408476,0.0335357909943,0.0468440172398,-0.0288283020159,1.0
2005,1334,1338,-1.0,0.0172439217685,0.00473283180191,0.0288712971849,-0.076339227191,1.0
2005,1403,1417,-5.0,-0.0333855270722,0.0165380518017,0.0148212956418,-0.0211623062733,1.0
2005,1403,1211,3.0,-0.0512136261397,-0.0191587715611,-0.0334397868838,-0.0277455314633,1.0
2005,1412,1261,5.0,-0.0439469704151,-0.0185150036438,-0.00607727611433,-0.0108739352683,1.0
2005,1428,1431,-5.0,0.0447196964535,-0.00238419915568,0.0508207934273,0.027145496975,1.0
2005,1428,1328,3.0,0.0347402992807,-0.0246050577279,0.0308254660105,0.00510726158033,1.0
2005,1448,1151,-13.0,-0.0478986038799,0.117278317313,0.0483096817679,-0.00956779598172,1.0
2005,1449,1285,-15.0,-0.0449602176162,0.0541344462241,0.0257936529267,0.0289501219976,1.0
2005,1449,1334,-7.0,-0.0554453743013,0.0193201953096,-0.016854522771,0.038940522336,1.0
2005,1452,1166,-3.0,-0.00577314132667,-0.0599902796057,-0.00864352771651,-0.00843607664406,1.0
2005,1452,1448,5.0,-0.0345428312932,-0.0667781806038,-0.0486623197314,-0.0572630086758,1.0
2005,1452,1403,1.0,-0.00209069567908,-0.0207788428509,-0.0273531910139,-0.0107753280496,1.0
2005,1454,1104,7.0,-0.021363986225,-0.0535635605168,-0.0418652663211,0.0306525423663,1.0
2005,1454,1130,8.0,0.0172775716526,0.00822444727993,-0.0137117693769,-0.0231897708687,1.0
2005,1137,1242,11.0,-0.00340453503867,0.00211964871601,-0.0295486733284,-0.0122870207667,1.0
2005,1163,1416,-13.0,0.0222329375802,-0.015850699149,-0.000151971835929,0.0230083350837,1.0
2005,1181,1175,-15.0,0.0529396446803,0.0315149569795,0.0220410896629,0.0170004361077,1.0
2005,1181,1280,-8.0,-0.0377305335402,0.0499379850002,0.0066975140824,-0.0272684439205,1.0
2005,1196,1325,-9.0,0.0781910547294,0.0774584766029,0.0237079930338,0.00195210010039,1.0
2005,1210,1203,-7.0,0.0318256373824,-0.0618491434686,-0.0211956410319,-0.0096372606352,1.0
2005,1235,1278,1.0,-0.00266648779977,-0.0720107120987,-0.0165331750796,-0.010496217352,1.0
2005,1257,1418,-9.0,0.0629177780208,0.0700036944216,0.0226232082006,-0.0233114302924,1.0
2005,1257,1210,-1.0,0.0178031613236,0.0966764663339,0.00779305208095,0.00544227372447,1.0
2005,1257,1449,3.0,0.082361160425,0.001510790946,-0.0191954509259,-0.0115050693133,1.0
2005,1257,1452,-3.0,0.0800904294299,0.051560899402,0.019908344115,0.0424340971701,1.0
2005,1277,1330,-7.0,0.0324128149298,0.024694023734,0.053189118111,0.0005563811076,1.0
2005,1277,1436,-8.0,0.00952602096174,-0.011422851742,0.0516350387633,0.00231496042097,1.0
2005,1277,1181,4.0,0.0623738458909,-0.0274498099964,0.0433957273004,-0.015236835971,1.0
2005,1277,1246,3.0,0.0479627609081,0.0124136176619,0.0331396046926,-0.00683785332146,1.0
2005,1280,1390,1.0,0.0386723726343,-0.025929182518,0.00617903067782,0.0390793975289,1.0
2005,1301,1150,3.0,0.00367336046119,0.00138618461664,0.0260112723395,-0.0406283362843,1.0
2005,1301,1163,8.0,-0.060175903013,0.0211244117252,-0.00161201047253,-0.0548909628979,1.0
2005,1314,1324,-15.0,0.0596513735032,0.061705909296,0.0482275647458,0.0151552154429,1.0
2005,1314,1235,-8.0,0.0196658347125,0.116988659875,0.0565543292747,0.019071215081,1.0
2005,1314,1437,-4.0,0.010142211344,0.0216192402487,0.0530529023811,-0.023249147103,1.0
2005,1314,1458,-5.0,-0.0263758168442,0.0139015651654,0.0606719978437,0.0275116703569,1.0
2005,1314,1277,-4.0,-0.0376259832091,0.0414814563852,0.00362476170573,0.013677212254,1.0
2005,1314,1228,0.0,0.000210154004593,0.000238932179704,0.0112509826386,0.0351166690198,1.0
2005,1329,1368,-13.0,-0.0134078077864,0.125299932644,0.043639237709,-0.0115960920161,1.0
2005,1329,1356,-5.0,-0.0186096556761,0.0441466419008,0.0483750694725,-0.000237768563691,1.0
2005,1356,1388,-3.0,0.0229862698135,0.0257387048732,0.00941987888205,-0.0260392304145,1.0
2005,1436,1393,9.0,0.0448138840518,0.0490980227715,-0.0446789440818,-0.0301010454291,1.0
2005,1437,1307,-7.0,0.00514062586531,-0.0343146993293,-0.0586328742651,0.0608731628036,1.0
2005,1437,1196,1.0,-0.0452501039344,-0.0221659007507,-0.0422462637161,0.0385903642754,1.0
2005,1458,1320,-5.0,0.0207248981592,-0.00883349005899,-0.0441497587453,0.0376250115184,1.0
2005,1458,1137,-8.0,0.0144036171818,-0.00176651415857,-0.0104047990888,0.00063880256973,1.0
2005,1458,1301,-4.0,0.0609617302954,0.00798763619939,-0.0234312936924,-0.00191032232843,1.0
2006,1284,1214,0.0,-0.0696591565437,0.0147978248011,0.0227626738989,-0.0708518896684,1.0
2006,1104,1266,3.0,0.0171306796187,-0.0640082384245,0.000902566853384,0.0246832479049,1.0
2006,1130,1334,-9.0,-0.0554061548883,-0.004861123813,0.00170633803416,0.0652933977309,1.0
2006,1130,1285,-8.0,-0.0357143136876,-0.00181618437313,-0.00549730567159,0.0506165595715,1.0
2006,1181,1380,-15.0,-0.0587408421057,0.0817956314038,0.0561500200728,-0.0643956418071,1.0
2006,1181,1203,-7.0,-0.0432375521585,0.0451503619001,0.0195961625904,-0.0591509558562,1.0
2006,1196,1375,-11.0,0.00157330424701,0.0301948212378,0.0510011284656,-0.00366645464555,1.0
2006,1196,1454,-8.0,-0.0146640250551,0.0677274685889,0.070758173468,-0.0508329319939,1.0
2006,1196,1207,-4.0,0.000628545922648,0.0331356032978,0.0326696493728,-0.0143792064611,1.0
2006,1196,1437,2.0,-0.000337204313733,0.0156389403899,0.0787409815499,-0.0339261559487,1.0
2006,1196,1206,-8.0,-0.0241662483225,0.0566119725639,0.0189084995536,0.00644332024513,1.0
2006,1196,1417,1.0,-0.00493451527219,0.0435826941714,0.0253862290742,-0.0222669257889,1.0
2006,1203,1423,-1.0,-0.0580945872003,0.00405553465831,0.0466977352359,0.0193675758662,1.0
2006,1211,1462,-11.0,-0.0234984071181,0.00648369413125,0.0129275680869,0.0231143522201,1.0
2006,1211,1231,-3.0,-0.0169320257167,-0.0243068699101,0.0158762452041,0.0382604783483,1.0
2006,1228,1102,-9.0,0.075686319448,-0.0376086199206,-0.027927114849,0.0729653868516,1.0
2006,1231,1361,-5.0,0.04790969812,-0.00145107370169,-0.00234950039864,-0.0529894297005,1.0
2006,1261,1233,-9.0,0.0366657425255,-0.0835175914043,-0.0115458052155,0.0109898675683,1.0
2006,1261,1401,-8.0,-0.0213741415519,-0.0196167651177,0.0261781991452,0.038447644123,1.0
2006,1261,1181,3.0,0.0560461544415,-0.05902482869,-0.020305740093,0.0665928319894,1.0
2006,1261,1400,2.0,-0.0267522439542,-0.0465295188485,0.00990970438607,-0.0057947184032,1.0
2006,1285,1305,7.0,-0.0134911413962,0.0267118213438,0.0406214821192,-0.0292632209068,1.0
2006,1397,1457,-13.0,-0.0665969119811,0.0236147076437,0.0237349481207,-0.046256321816,1.0
2006,1401,1393,7.0,0.0354313402596,0.00551731278287,0.00473108753767,-0.0280758143829,1.0
2006,1417,1125,-13.0,0.037661102541,-0.033722033804,-0.0237564310089,0.01679571999,1.0
2006,1417,1104,-8.0,0.0186980137455,0.0110230438626,0.0273524710929,-0.0138318456413,1.0
2006,1417,1211,-1.0,0.0159623401606,-0.0167776640556,0.00420221212309,-0.00564935408363,1.0
2006,1417,1272,1.0,-0.025177933416,-0.00627918301819,0.0323871629697,-0.0358898149508,1.0
2006,1417,1261,-2.0,-0.00750024847184,0.0219781616348,0.00620987402235,-0.0218892788965,1.0
2006,1449,1429,-7.0,-0.0129007283253,-0.0420078000675,-0.0200902406362,0.0559032464513,1.0
2006,1449,1228,1.0,-0.0610388088974,-0.00562039175598,0.0158209451676,0.0117390463675,1.0
2006,1454,1328,5.0,-0.000656979117389,-0.0257232623183,-0.0138864926881,-0.0254018167242,1.0
2006,1455,1371,-3.0,0.00816254345506,0.0318639659309,0.0299794068964,-0.00571685761385,1.0
2006,1455,1397,5.0,0.0751432577412,-0.0313235558158,-0.0268163513658,0.0341728606109,1.0
2006,1112,1458,-1.0,-0.0411254272887,-0.0279384407517,0.011597481728,-0.0019835435032,1.0
2006,1133,1242,9.0,0.00166778421255,-0.0168057453005,-0.0232651471843,-0.0169363406301,1.0
2006,1133,1338,8.0,-0.0154823309334,-0.012484006676,-0.00356659724028,-0.0243441308555,1.0
2006,1137,1116,1.0,0.062189578436,0.0510510821224,0.0129952673198,-0.0215016819145,1.0
2006,1163,1107,-15.0,0.00961739850575,-0.0157532248846,0.0212633397422,0.050177187302,1.0
2006,1163,1246,-7.0,0.0292305090885,0.0109215477791,0.0165765067645,0.0393240480282,1.0
2006,1163,1449,-4.0,0.0414680658702,0.0101782924578,-0.00252078195178,0.0276827079626,1.0
2006,1206,1277,5.0,0.00813503512006,-0.0300402104608,0.0101844318118,-0.0165237658024,1.0
2006,1206,1314,8.0,0.0301704856508,-0.0326643594511,0.00428987787678,-0.0518210875453,1.0
2006,1206,1455,4.0,-0.00328942024254,-0.02123923685,0.0469441936321,-0.033868751043,1.0
2006,1206,1163,10.0,0.00561945725757,-0.0249834364446,0.0177108629729,-0.0733943264026,1.0
2006,1207,1320,-3.0,-0.0279277319579,0.024469486801,0.0203269524142,0.0396293034564,1.0
2006,1207,1326,5.0,0.0174569030668,-0.010465218758,0.00476298102088,0.0263743681709,1.0
2006,1246,1412,-1.0,0.0401089081685,0.0096407330445,-0.000975625448321,0.0398483687959,1.0
2006,1272,1331,-15.0,0.0357211909379,-0.0214558669119,-0.00968587909837,0.0161004396207,1.0
2006,1272,1137,-8.0,-0.00840796647403,-0.0279939918138,-0.0256338228452,0.0604410372758,1.0
2006,1272,1133,-12.0,0.000753194466852,0.0183881830269,0.000899236936891,0.041362938349,1.0
2006,1301,1143,3.0,-0.0112025001495,-0.00883139358005,0.0212007646004,-0.0195880904593,1.0
2006,1314,1293,-11.0,-0.030688069586,0.0128547075387,0.0320308206905,0.0129946361705,1.0
2006,1322,1234,11.0,-0.0676904675532,0.0336975352609,0.0317118541679,0.0211955166462,1.0
2006,1326,1172,-13.0,-0.046499167244,0.0162174396972,0.0171336955207,-0.0278217473734,1.0
2006,1338,1245,-7.0,0.0208010829877,0.00528460378969,0.00845645717343,0.0349869778873,1.0
2006,1400,1335,-13.0,0.0303393331906,0.0639212626004,0.0164465904972,0.0540962048084,1.0
2006,1400,1301,-8.0,0.0499844315663,0.00152653011872,-0.00610775437742,0.0748080886734,1.0
2006,1400,1452,-4.0,0.106870435776,0.0346438373568,0.0189494044801,0.106798969927,1.0
2006,1437,1284,-15.0,0.00781408499558,0.0394385760656,-0.0171224417543,0.0602380985332,1.0
2006,1437,1112,-7.0,0.042715900843,0.0632733472893,-0.0160116150246,0.00725350131286,1.0
2006,1437,1130,-3.0,0.0363309176616,-5.29290380324e-06,-0.0608874332908,-0.0171690394792,1.0
2006,1452,1356,-5.0,-0.1011152322,0.00717131191434,0.0322122308154,-0.0917908705995,1.0
2006,1452,1322,-8.0,-0.0493457739591,-0.021705865327,-0.0182773275823,-0.0893351330008,1.0
2007,1310,1197,0.0,-0.0195299384314,0.0128935571587,-0.0233397607519,-0.00074114620806,1.0
2007,1130,1403,-3.0,-0.00766335778662,-0.0556543020868,0.0288574720771,0.0477459986123,1.0
2007,1139,1330,-7.0,-0.0160895141073,0.00259515455922,0.0027371561922,-0.0409673929696,1.0
2007,1139,1268,1.0,0.0325145162255,-0.02435586957,-0.0423702742964,-0.0308103280844,1.0
2007,1207,1125,-13.0,-0.0131407443241,-0.00209865435337,0.0341578928086,0.0261883208193,1.0
2007,1207,1130,-5.0,0.0628829399213,0.0130902735589,0.0251603864635,0.00359980786044,1.0
2007,1207,1435,-4.0,0.0371684206412,-0.00715860881487,0.0529488224777,0.0471191454668,1.0
2007,1207,1314,1.0,-0.00767372634058,-0.0107692828738,0.00139014762164,0.00720215465316,1.0
2007,1231,1211,-3.0,-0.0186095277655,-0.0121634370066,-0.0397144794761,0.0271571055045,1.0
2007,1257,1390,-5.0,0.000179399276996,-0.0218685785947,-0.0148982224156,0.0096586028958,1.0
2007,1268,1172,-9.0,-0.0504677828944,0.0144739167891,0.0306159718546,-0.00223110612317,1.0
2007,1277,1266,1.0,0.0573901050445,0.0162804155645,0.0283906274531,-0.0127908563485,1.0
2007,1314,1184,-15.0,0.0600706057537,0.0137476797203,0.0413720916874,0.0505754786654,1.0
2007,1314,1277,-8.0,-0.0299342810849,0.00809294367762,0.0346721219928,-0.0192455180894,1.0
2007,1314,1425,-4.0,0.02250628689,-0.032833622725,0.0260385239268,0.0423150014956,1.0
